North American Industry Classification System (NAICS) 6,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25
"Total employed, all industries 7",565000.0,570100.0,566000.0,567100.0,582900.0,585200.0,584700.0,583200.0,577000.0,578700.0,579400.0,579100.0,573400.0,577300.0,572300.0,577100.0,590500.0,594700.0,588300.0,590500.0,587500.0,585100.0,582900.0,581400.0,576900.0,578700.0,581300.0,582200.0,597700.0,604900.0,601400.0,600600.0,596900.0,600100.0,600900.0,595700.0,591700.0,592100.0,594500.0,602400.0,608100.0,616400.0,612800.0,607400.0,601200.0,603800.0,599400.0,600600.0,589600.0,592300.0,587300.0,593200.0,608000.0,609900.0,609600.0,609500.0,600200.0,600900.0,604000.0,597100.0,593300.0,595100.0,594100.0,602400.0,615200.0,621800.0,617700.0,619200.0,617100.0,622200.0,616000.0,608700.0,606500.0,609300.0,606200.0,608400.0,621200.0,625300.0,619900.0,619200.0,616100.0,620800.0,617000.0,616400.0,606500.0,608500.0,612700.0,617100.0,627700.0,628900.0,621900.0,624200.0,626300.0,624300.0,623200.0,626800.0,623000.0,621700.0,622500.0,616600.0,629700.0,640900.0,631500.0,629400.0,629500.0,627100.0,621300.0,620500.0,618100.0,618300.0,618700.0,618300.0,630500.0,637900.0,632400.0,630400.0,629900.0,637800.0,634400.0,631900.0,626600.0,628600.0,633700.0,634600.0,642800.0,650000.0,638800.0,639400.0,642600.0,645200.0,638300.0,633600.0,620900.0,628100.0,633200.0,632500.0,645700.0,648200.0,645000.0,643000.0,640500.0,642800.0,638200.0,637900.0,632700.0,635300.0,638600.0,640700.0,654800.0,660700.0,658900.0,657900.0,652100.0,656600.0,649700.0,647700.0,640200.0,638400.0,643200.0,645900.0,658700.0,667800.0,657600.0,662100.0,657500.0,659200.0,656800.0,655800.0,652400.0,651000.0,655400.0,658600.0,670500.0,676000.0,663200.0,666300.0,663600.0,664600.0,657800.0,659800.0,660000.0,661900.0,633100.0,572500.0,597000.0,631900.0,638600.0,646700.0,661800.0,658800.0,636500.0,628600.0,626900.0,644800.0,649700.0,659600.0,670200.0,668100.0,671600.0,668800.0,677000.0,678900.0,675200.0,677700.0,674300.0,685200.0,678300.0,681600.0,694600.0,701100.0,691900.0,683700.0,688300.0,695500.0,689800.0,691000.0,685100.0,692700.0,699200.0,695100.0,718800.0,722600.0,707500.0,707300.0,713000.0,715400.0,711400.0,713100.0,715300.0,711000.0,707400.0,710800.0,735600.0,742500.0,723500.0,728400.0,730900.0,731900.0,732100.0,723800.0,722100.0,726700.0,726500.0,731300.0,741800.0,753600.0,742500.0,735800.0,741100.0,737200.0,738100.0
Goods-producing sector 8,134000.0,131700.0,130300.00000000001,131800.0,138300.0,138700.0,142700.0,145200.0,145000.0,143100.0,138000.0,136400.0,132200.0,132100.0,130600.0,133400.0,140500.0,144000.0,144800.0,146200.0,140700.0,139300.0,137200.0,135200.0,135200.0,133500.0,134200.0,133500.0,141000.0,144200.0,145200.0,149300.0,146100.0,145400.0,146200.0,140900.0,138600.0,138400.0,140900.0,144000.0,150200.0,152100.0,156700.0,156200.0,154700.0,152600.0,146600.0,145100.0,139600.0,139100.0,135800.0,136700.0,141900.0,145000.0,147400.0,148500.0,143900.0,142200.0,139200.0,132400.0,130800.00000000001,133200.0,135100.0,138700.0,140800.0,145000.0,150600.0,149800.0,147200.0,148700.0,144400.0,142100.0,141200.0,140600.0,140100.0,141100.0,144700.0,149500.0,152200.0,152000.0,148500.0,149600.0,145100.0,141300.0,139700.0,138900.0,140100.0,140700.0,146100.0,149700.0,151700.0,153500.0,150300.0,149500.0,147400.0,148500.0,144100.0,146500.0,147900.0,146300.0,150700.0,157000.0,158600.0,159100.0,154700.0,151900.0,148200.0,143200.0,142400.0,141000.0,143400.0,143300.0,148400.0,152300.0,157000.0,156700.0,156100.0,154300.0,149700.0,143900.0,141400.0,141100.0,140100.0,142300.0,146500.0,151600.0,155700.0,156600.0,153500.0,153400.0,150900.0,149900.0,147200.0,146000.0,149200.0,150800.0,158600.0,158000.0,163800.0,165600.0,162500.0,162000.0,158300.0,150500.0,148800.0,151700.0,152300.0,152900.0,159500.0,161600.0,165600.0,165600.0,159900.0,157700.0,150900.0,148600.0,147300.0,145300.0,145100.0,147200.0,154700.0,159000.0,157600.0,157800.0,156500.0,156200.0,152900.0,149100.0,148200.0,147700.0,152700.0,152800.0,160100.0,161300.0,161000.0,161200.0,158500.0,157100.0,151700.0,149800.0,148500.0,148100.0,146100.0,138000.0,144100.0,150200.0,152700.0,154800.0,154000.0,152700.0,147900.0,146800.0,145800.0,146500.0,146800.0,151700.0,156700.0,157600.0,161700.0,159100.0,159200.0,155300.0,149300.0,148900.0,148700.0,148700.0,148400.0,148100.0,154000.0,155600.0,159900.0,160700.0,152400.0,155200.0,152900.0,150900.0,148600.0,150600.0,150700.0,149700.0,158600.0,157700.0,163400.0,163600.0,159900.0,159200.0,158700.0,157600.0,160600.0,152600.0,150200.0,152500.0,155600.0,156000.0,158000.0,159700.0,153100.0,155200.0,154200.0,150700.0,152600.0,153100.0,153200.0,155700.0,163400.0,167400.0,165700.0,162000.0,162300.0,158400.0,154900.0
Agriculture 9,29800.0,29100.0,28500.0,28800.0,28700.0,30900.0,32100.0,31600.0,30200.0,31000.0,29800.0,30500.0,29800.0,30200.0,29100.0,30500.0,31300.0,30900.0,32100.0,33300.0,32600.0,31000.0,30300.0,29600.0,29000.0,29300.0,29200.0,28700.0,29500.0,30100.0,31400.0,31200.0,29900.0,29100.0,28400.0,27200.0,27200.0,27200.0,26900.0,29300.0,30100.0,29200.0,30300.0,29900.0,30400.0,30800.0,28900.0,28700.0,27200.0,27600.0,25800.0,26000.0,27000.0,28700.0,29300.0,30000.0,28900.0,28400.0,26300.0,25600.0,25700.0,26200.0,26400.0,27200.0,27800.0,28000.0,28700.0,29200.0,29100.0,27900.0,26200.0,26100.0,26500.0,25100.0,24900.0,25300.0,24700.0,25600.0,27000.0,27200.0,26500.0,26000.0,22400.0,23200.0,22300.0,22300.0,22100.0,22600.0,22200.0,23100.0,24600.0,25000.0,23500.0,23200.0,23100.0,23500.0,23200.0,23600.0,24900.0,24800.0,27300.0,27700.0,27400.0,27700.0,27100.0,25500.0,24400.0,24000.0,24000.0,23700.0,23800.0,24000.0,25200.0,25500.0,27100.0,26500.0,25600.0,24400.0,23500.0,22000.0,22800.0,21900.0,22500.0,23600.0,23800.0,24500.0,27500.0,26700.0,25600.0,26100.0,25500.0,25700.0,24700.0,24200.0,24100.0,26500.0,27500.0,26700.0,29600.0,31400.0,29000.0,28100.0,26800.0,24200.0,25500.0,24100.0,23400.0,23600.0,26300.0,27400.0,28700.0,28600.0,26800.0,25700.0,25500.0,25700.0,25000.0,24900.0,25700.0,25900.0,28700.0,28100.0,28600.0,29200.0,28700.0,27200.0,24400.0,23400.0,23700.0,23400.0,23800.0,25600.0,27500.0,28100.0,28200.0,28400.0,28200.0,28200.0,27200.0,25300.0,26300.0,26900.0,26200.0,28300.0,29300.0,27200.0,28400.0,29100.0,28700.0,26800.0,26600.0,25300.0,24700.0,24800.0,25000.0,26000.0,27400.0,26200.0,26900.0,27000.0,29400.0,25800.0,25600.0,24800.0,22600.0,21500.0,22400.0,21300.0,22000.0,20900.0,20800.0,20700.0,17600.0,17500.0,17300.0,14400.0,13200.0,15200.0,15500.0,14600.0,16800.0,16300.0,15600.0,14800.0,14800.0,14300.0,13400.0,12500.0,13200.0,11900.0,11700.0,12400.0,12600.0,15600.0,14000.0,15700.0,13000.0,12300.0,13400.0,13000.0,13100.0,14500.0,14200.0,14600.0,15800.0,15900.0,14300.0,16200.0,15200.0,14500.0,14000.0
"Forestry, fishing, mining, quarrying, oil and gas 10 11",5200.0,5200.0,5100.0,4600.0,5100.0,5300.0,6000.0,5900.0,6200.0,6000.0,6300.0,6000.0,5800.0,6100.0,6400.0,5700.0,6200.0,7400.0,6600.0,6900.0,7100.0,7400.0,6200.0,6500.0,6500.0,6000.0,6800.0,6000.0,6400.0,7100.0,6800.0,6700.0,6100.0,6600.0,6700.0,6300.0,6000.0,6300.0,6600.0,5800.0,6000.0,7000.0,6700.0,6400.0,6800.0,6100.0,6300.0,6200.0,6000.0,6100.0,6300.0,6300.0,6600.0,6800.0,6900.0,6700.0,6200.0,6000.0,6000.0,5400.0,5800.0,6800.0,7000.0,7300.0,7600.0,8200.0,7800.0,8200.0,8200.0,8400.0,7800.0,7500.0,7500.0,7400.0,7800.0,6500.0,7800.0,7900.0,7500.0,8300.0,8400.0,8500.0,7800.0,6900.0,7100.0,7400.0,7500.0,6600.0,6800.0,7400.0,7600.0,7000.0,7000.0,7300.0,6900.0,7300.0,7300.0,6800.0,7000.0,6700.0,6500.0,7600.0,7700.0,8300.0,7100.0,6900.0,7400.0,7300.0,6600.0,6700.0,6700.0,6000.0,6100.0,7300.0,7700.0,7400.0,7600.0,8000.0,7000.0,6400.0,7100.0,7300.0,6200.0,6000.0,4900.0,6100.0,6000.0,5900.0,6400.0,6200.0,5900.0,6600.0,6300.0,6100.0,6400.0,6300.0,6900.0,6500.0,6600.0,6400.0,6700.0,6700.0,6600.0,6800.0,7600.0,7500.0,7600.0,7500.0,7700.0,6900.0,7100.0,6700.0,6500.0,6500.0,6300.0,6400.0,6600.0,6800.0,6400.0,6500.0,6400.0,6600.0,6000.0,6400.0,6100.0,7300.0,5900.0,6300.0,6600.0,6300.0,7000.0,5200.0,5700.0,5600.0,6000.0,5900.0,6000.0,6000.0,5400.0,5900.0,5300.0,5300.0,5400.0,4200.0,5200.0,5300.0,5300.0,4700.0,4000.0,3900.0,3700.0,5500.0,4900.0,5000.0,5000.0,4200.0,3800.0,4200.0,4900.0,5100.0,4500.0,4400.0,4200.0,4500.0,4000.0,4200.0,3800.0,3400.0,5600.0,6500.0,5700.0,5500.0,5900.0,6300.0,5400.0,5300.0,7600.0,7500.0,7000.0,5800.0,6900.0,7100.0,7200.0,5900.0,7200.0,6500.0,6100.0,5400.0,5700.0,5300.0,4700.0,5800.0,6400.0,7100.0,7400.0,7800.0,6500.0,6400.0,7300.0,7000.0,6400.0,6200.0,6900.0,5900.0,6100.0,6200.0,7300.0,6200.0,6600.0,5600.0,5800.0
Utilities,6200.0,6300.0,6700.0,7400.0,5900.0,7200.0,7500.0,7000.0,7000.0,6300.0,6100.0,6500.0,5900.0,5300.0,5300.0,5900.0,6400.0,6500.0,6200.0,6100.0,6000.0,5800.0,6100.0,6300.0,6000.0,5900.0,6400.0,6000.0,6400.0,6600.0,6800.0,6100.0,6100.0,6400.0,6300.0,6200.0,6500.0,6600.0,7100.0,6600.0,6800.0,6700.0,6900.0,7200.0,7000.0,6700.0,6800.0,6800.0,7000.0,6800.0,6700.0,6500.0,7000.0,7300.0,7100.0,7200.0,7600.0,7800.0,7400.0,7300.0,7400.0,7200.0,7800.0,7800.0,7900.0,8200.0,8400.0,8300.0,7700.0,8000.0,7800.0,7900.0,7400.0,7400.0,7500.0,7300.0,7400.0,7500.0,7600.0,7400.0,7300.0,7200.0,7100.0,7200.0,7100.0,7000.0,7300.0,7400.0,7400.0,7400.0,7300.0,7300.0,7600.0,7300.0,7800.0,7800.0,7700.0,7700.0,8000.0,7800.0,7700.0,7900.0,7900.0,8000.0,8500.0,8400.0,8500.0,8600.0,8700.0,8700.0,9100.0,9400.0,9900.0,9800.0,10100.0,9900.0,9400.0,9300.0,9000.0,8600.0,8900.0,8900.0,8900.0,8700.0,8900.0,9400.0,8700.0,10000.0,9300.0,9100.0,8700.0,9000.0,9400.0,10600.0,10000.0,10000.0,10900.0,10600.0,10700.0,10900.0,10600.0,10200.0,10100.0,9800.0,9800.0,9600.0,9800.0,9800.0,10100.0,10100.0,9200.0,8900.0,8900.0,8400.0,8100.0,8100.0,7800.0,7500.0,7200.0,7300.0,7400.0,7400.0,7400.0,7200.0,7200.0,7300.0,7200.0,7300.0,6700.0,7100.0,6800.0,6800.0,7200.0,7100.0,7200.0,7300.0,7200.0,6900.0,7200.0,7200.0,7500.0,7300.0,7500.0,6800.0,6200.0,7100.0,6900.0,6700.0,6400.0,6300.0,5300.0,5600.0,5700.0,5700.0,5500.0,5500.0,5500.0,6000.0,5700.0,5800.0,5100.0,5000.0,5000.0,5100.0,5000.0,4900.0,4700.0,4600.0,4800.0,4700.0,4900.0,5100.0,5000.0,4800.0,5400.0,5600.0,5900.0,5800.0,6000.0,6400.0,6500.0,6500.0,6900.0,7400.0,6800.0,6100.0,6100.0,6200.0,6200.0,6200.0,6200.0,6600.0,6300.0,5900.0,6000.0,5400.0,5200.0,5100.0,5900.0,6900.0,6200.0,6100.0,6400.0,6900.0,6800.0,6600.0,7000.0,7500.0,7900.0,7300.0,7000.0
Construction,25000.0,24200.0,23300.0,24900.0,27300.0,28200.0,28400.0,31400.0,31400.0,31300.0,30900.0,28500.0,27500.0,28700.0,28700.0,30100.0,33300.0,33600.0,34400.0,33900.0,31800.0,31100.0,31300.0,29600.0,29900.0,28500.0,28500.0,31100.0,35200.0,35300.0,36900.0,40400.0,38500.0,36600.0,37700.0,34400.0,32200.000000000004,33300.0,33800.0,35500.0,39100.0,40500.0,43700.0,44000.0,42500.0,41400.0,39000.0,38100.0,36400.0,36500.0,33100.0,34200.0,37700.0,40100.0,41700.0,42000.0,39700.0,38400.0,38200.0,34100.0,32500.0,33700.0,33100.0,35900.0,37300.0,40400.0,45000.0,44000.0,41900.0,42800.0,40000.0,37000.0,36700.0,36700.0,37800.0,39800.0,41100.0,44500.0,47100.0,46600.0,45300.0,46200.0,45200.0,40500.0,39800.0,38900.0,39500.0,40800.0,43600.0,45100.0,47400.0,48900.0,49400.0,48900.0,47400.0,47800.0,44300.0,46000.0,45500.0,44300.0,46500.0,48100.0,50500.0,51300.0,49200.0,47600.0,45600.0,41000.0,39800.0,38600.0,38900.0,39800.0,43000.0,45000.0,46800.0,48000.0,49000.0,48100.0,47100.0,43300.0,39600.0,37900.0,39600.0,41500.0,44200.0,47300.0,49400.0,49100.0,47600.0,47000.0,44900.0,44100.0,42100.0,41100.0,43700.0,44500.0,49200.0,51600.0,51600.0,50800.0,50100.0,50400.0,50000.0,45500.0,41700.0,44400.0,47200.0,46600.0,50600.0,52300.0,54000.0,55300.0,54700.0,54300.0,49000.0,45800.0,46400.0,44900.0,45100.0,44700.0,47700.0,53200.0,51400.0,52400.0,51700.0,52700.0,53200.0,48600.0,47500.0,45600.0,50100.0,50900.0,53600.0,53800.0,55400.0,54400.0,53500.0,52300.0,49800.0,49600.0,46000.0,45600.0,45000.0,40700.0,45900.0,52300.0,51900.0,53600.0,52600.0,53500.0,48100.0,47600.0,45900.0,44700.0,45700.0,48600.0,52900.0,53400.0,56800.0,54100.0,53900.0,53800.0,50100.0,47800.0,50300.0,48900.0,48900.0,49200.0,52300.0,52100.0,55500.0,56400.0,54600.0,56100.0,55300.0,55400.0,52700.0,53200.0,54200.0,55400.0,59500.0,59700.0,63600.0,64599.99999999999,59900.0,60200.0,57600.0,58800.0,61100.0,57900.0,55200.0,55100.0,56200.0,56500.0,59200.0,59100.0,59400.0,59500.0,55900.0,53100.0,53700.0,54800.0,53900.0,56400.0,62500.0,63900.0,62600.0,62000.0,64000.0,63100.0,61600.0
Manufacturing,67700.0,67000.0,66600.0,66200.0,71400.0,67100.0,68700.0,69400.0,70300.0,68600.0,65000.0,64900.00000000001,63200.0,61700.0,61000.0,61200.0,63300.0,65600.0,65500.0,66000.0,63200.0,63900.0,63300.0,63200.0,63800.0,63800.0,63300.0,61800.0,63500.0,65099.99999999999,63300.0,64900.00000000001,65500.0,66600.0,67200.0,66800.0,66600.0,65099.99999999999,66500.0,66800.0,68200.0,68700.0,69100.0,68800.0,68100.0,67600.0,65600.0,65300.0,62900.0,62000.0,63900.0,63700.0,63600.0,62000.0,62400.0,62500.0,61500.0,61600.0,61300.0,59900.0,59400.0,59300.0,60800.0,60500.0,60200.0,60200.0,60600.0,60100.0,60300.0,61600.0,62700.0,63600.0,63200.0,64099.99999999999,62100.0,62300.0,63600.0,64000.0,63100.0,62400.0,61000.0,61800.0,62600.0,63500.0,63300.0,63400.0,63800.0,63200.0,66000.0,66700.0,64700.0,65200.0,62800.0,62900.0,62300.0,62000.0,61500.0,62300.0,62500.0,62700.0,62600.0,65700.0,65099.99999999999,63800.0,62800.0,63500.0,62400.0,62400.0,63300.0,63200.0,64900.00000000001,64200.0,64200.0,64800.0,65300.0,64900.00000000001,64599.99999999999,64500.0,63200.0,63700.0,63000.0,65000.0,63000.0,62500.0,64800.0,64400.00000000001,64200.0,64900.00000000001,64599.99999999999,64900.00000000001,65900.0,64500.0,64800.0,63900.0,65000.0,63500.0,64000.0,62700.0,65300.0,66100.0,66100.0,66500.0,64800.0,64099.99999999999,64200.0,66100.0,64200.0,65500.0,64800.0,65000.0,66600.0,66100.0,63000.0,62900.0,62100.0,62500.0,61500.0,61200.0,60600.0,62800.0,64400.00000000001,63600.0,64200.0,62500.0,62900.0,61700.0,62100.0,63500.0,63600.0,65200.0,65000.0,64200.0,66200.0,66700.0,64099.99999999999,65200.0,63500.0,63700.0,62100.0,61800.0,63400.0,63000.0,61900.0,57900.0,57500.0,58300.0,60200.0,60700.0,62300.0,62200.0,64200.0,62800.0,64599.99999999999,66200.0,65500.0,67500.0,67000.0,67700.0,67400.0,67100.0,66200.0,66300.0,64400.00000000001,66700.0,66700.0,69100.0,68500.0,69600.0,69200.0,71400.0,72900.0,73000.0,69400.0,70400.0,69500.0,70200.0,69300.0,69000.0,67900.0,67500.0,68900.0,68200.0,70100.0,71000.0,71300.0,72200.0,75600.0,74600.0,74400.0,71300.0,72300.0,72600.0,74000.0,70900.0,71300.0,71600.0,69000.0,71900.0,71700.0,70700.0,73200.0,71500.0,71800.0,72000.0,72200.0,74900.0,74500.0,70100.0,68600.0,67900.0,66400.0
Services-producing sector 12,431000.0,438400.0,435700.0,435300.0,444700.0,446500.0,441900.0,437900.0,431900.0,435600.0,441400.0,442600.0,441200.0,445300.0,441700.0,443600.0,450000.0,450700.0,443500.0,444200.0,446800.0,445800.0,445700.0,446200.0,441700.0,445200.0,447100.0,448700.0,456700.0,460700.0,456200.0,451200.0,450800.0,454800.0,454700.0,454800.0,453100.0,453600.0,453600.0,458400.0,457900.0,464300.0,456100.0,451200.0,446500.0,451100.0,452800.0,455500.0,450000.0,453300.0,451500.0,456400.0,466100.0,464900.0,462300.0,461000.0,456300.0,458700.0,464800.0,464800.0,462400.0,461900.0,459000.0,463700.0,474400.0,476800.0,467100.0,469400.0,469900.0,473500.0,471600.0,466600.0,465300.0,468700.0,466100.0,467300.0,476400.0,475800.0,467700.0,467200.0,467600.0,471100.0,471900.0,475100.0,466800.0,469600.0,472600.0,476400.0,481600.0,479100.0,470300.0,470800.0,476000.0,474800.0,475800.0,478300.0,478900.0,475200.0,474600.0,470300.0,479000.0,483900.0,472900.0,470300.0,474800.0,475200.0,473100.0,477300.0,475700.0,477300.0,475300.0,475000.0,482100.0,485500.0,475500.0,473800.0,473800.0,483500.0,484700.0,487900.0,485300.0,487500.0,493600.0,492200.0,496300.0,498300.0,483100.0,482800.0,489100.0,491900.0,487400.0,483700.0,473700.0,482100.0,484000.0,481700.0,487100.0,490100.0,481200.0,477300.0,478000.0,480900.0,479900.0,487500.0,483900.0,483600.0,486300.0,487800.0,495200.0,499100.0,493400.0,492300.0,492200.0,498900.0,498800.0,499200.0,492900.0,493100.0,498100.0,498700.0,504000.0,508800.0,500000.0,504200.0,500900.0,503000.0,503900.0,506800.0,504200.0,503300.0,502700.0,505800.0,510500.0,514700.00000000006,502200.0,505100.0,505100.0,507500.0,506100.0,510000.0,511600.0,513799.99999999994,487000.0,434500.0,452900.0,481700.0,485900.0,491900.0,507800.0,506100.0,488500.0,481800.0,481100.0,498300.0,502900.0,507900.0,513500.0,510500.0,509900.0,509700.0,517799.99999999994,523600.0,525900.0,528800.0,525600.0,536500.0,530000.0,533500.0,540600.0,545500.0,532000.0,523000.0,535900.0,540300.0,536900.0,540100.0,536600.0,542100.0,548600.0,545300.0,560100.0,564900.0,544100.0,543600.0,553100.0,556100.0,552700.0,555500.0,554700.0,558300.0,557300.0,558300.0,580000.0,586500.0,565500.0,568600.0,577800.0,576700.0,577900.0,573200.0,569500.0,573600.0,573300.0,575600.0,578400.0,586200.0,576800.0,573800.0,578800.0,578900.0,583200.0
Wholesale and retail trade,83600.0,86400.0,83500.0,83500.0,88200.0,87100.0,82800.0,80500.0,82400.0,84000.0,84800.0,87300.0,85900.0,87100.0,87100.0,88000.0,88800.0,88500.0,90900.0,91200.0,91000.0,93200.0,92500.0,92300.0,88200.0,88700.0,88400.0,89500.0,89000.0,89700.0,91800.0,91600.0,89000.0,89500.0,88800.0,90900.0,89200.0,89600.0,89800.0,91600.0,92200.0,93100.0,90600.0,88400.0,85800.0,89400.0,89000.0,89100.0,87900.0,87500.0,88500.0,89100.0,88700.0,88500.0,91200.0,89900.0,87800.0,88000.0,89400.0,91600.0,89300.0,89800.0,87900.0,89700.0,92400.0,92300.0,90600.0,91200.0,91700.0,93900.0,93700.0,93900.0,92300.0,91400.0,89400.0,89200.0,90500.0,89600.0,92000.0,90400.0,90200.0,91200.0,91100.0,93600.0,91500.0,90400.0,91200.0,91300.0,90000.0,90300.0,92100.0,95000.0,92600.0,93700.0,94600.0,94600.0,92300.0,92900.0,92900.0,91700.0,92500.0,93800.0,95200.0,93800.0,91700.0,90200.0,93400.0,96200.0,94300.0,93000.0,92300.0,89300.0,92500.0,92800.0,95300.0,93500.0,94000.0,96400.0,96000.0,97600.0,95200.0,94800.0,94000.0,94100.0,91500.0,91500.0,92800.0,92100.0,91600.0,94600.0,93500.0,92400.0,87800.0,88300.0,88500.0,89500.0,89700.0,90600.0,91400.0,90800.0,89000.0,89800.0,89100.0,91000.0,89800.0,87500.0,90300.0,90800.0,91000.0,91000.0,91800.0,91500.0,91400.0,92000.0,94300.0,96100.0,91600.0,92100.0,91500.0,89900.0,87800.0,88700.0,90200.0,91600.0,90000.0,88500.0,90400.0,91200.0,90500.0,89700.0,89100.0,91300.0,92900.0,92700.0,93000.0,93100.0,92500.0,92800.0,95000.0,95000.0,93900.0,94800.0,87000.0,73700.0,83300.0,85700.0,86400.0,89400.0,91400.0,92600.0,93800.0,93500.0,91000.0,95700.0,96500.0,97900.0,98700.0,101200.0,98200.0,95900.0,96800.0,99500.0,100900.0,102700.0,101100.0,100900.0,97800.0,96100.0,95400.0,90300.0,90700.0,88200.0,89800.0,92000.0,94300.0,98000.0,97300.0,99800.0,97800.0,96800.0,101800.0,104300.0,102400.0,100800.0,100000.0,100700.0,103100.0,102600.0,100100.0,99500.0,99600.0,100100.0,102800.0,105900.0,101100.0,102300.0,103300.0,102200.0,101900.0,101500.0,98400.0,97900.0,97700.0,100300.0,99800.0,101100.0,102700.0,102900.0,97000.0,99700.0,105000.0
